Year,Month,MobileWeb_or_Web,Type_of_Customers?,Where_Are_They_comming_from?,Which_Place_in_India?,How_many_Landed_on_our_Page?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form_and_Completed_and_submited_the_form?
2019,Sep,Mobile_website,New_Customer,Unidentified_Sources,Indore,480185,366192,170065,54192
2019,Sep,Mobile_website,New_Customer,Unidentified_Sources,Pune,396909,211474,52822,27613
2019,Oct,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,63784,16287
2019,Oct,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,135781,45612
2019,Oct,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,48804,16668
2019,Oct,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,160316,49391
2019,Oct,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,152014,29337
2019,Oct,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,108501,27518
2019,Oct,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,200675,72583
2019,Oct,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,98554,25042
2019,Oct,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,316926,99875
2019,Oct,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,419765,76351
2019,Oct,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,31661,7193
2019,Oct,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,70582,18944
2019,Oct,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,34014,7123
2019,Oct,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,79157,17669
2019,Oct,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,94078,12999
2019,Oct,Desktop_Website,New_Customer,Came_From_Google,Bangalore,126990,103609,50431,34859
2019,Oct,Desktop_Website,New_Customer,Came_From_Google,Chennai,418657,347470,175092,114409
2019,Oct,Desktop_Website,New_Customer,Came_From_Google,Dehradun,146450,118304,52221,32928
2019,Oct,Desktop_Website,New_Customer,Came_From_Google,Indore,694728,555161,331419,182990
2019,Oct,Desktop_Website,New_Customer,Came_From_Google,Pune,351818,261724,127922,84424
2019,Oct,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,320697,183614,75892,58416
2019,Oct,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,979323,476986,169325,124864
2019,Oct,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,651791,255052,86562,64780
2019,Oct,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,1263765,817254,448439,279738
2019,Oct,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,2269114,963706,408150,287049
2019,Oct,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,51295,37275,14366,7467
2019,Oct,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,220213,138225,54301,29507
2019,Oct,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,86175,68687,18153,10269
2019,Oct,Desktop_Website,New_Customer,Unidentified_Sources,Indore,296409,225378,117550,54585
2019,Oct,Desktop_Website,New_Customer,Unidentified_Sources,Pune,246711,136642,50614,27701
2019,Oct,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,62045,15814
2019,Oct,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,103751,33468
2019,Oct,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,45360,14036
2019,Oct,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,121839,37771
2019,Oct,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,167559,32070
2019,Oct,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,139106,32112
2019,Oct,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,180081,53584
2019,Oct,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,103976,19793
2019,Oct,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,380190,102561
2019,Oct,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,488678,78539
2019,Oct,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,22684,8325
2019,Oct,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,34996,12031
2019,Oct,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,18920,4851
2019,Oct,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,55769,10120
2019,Oct,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,56160,8465
2019,Oct,Mobile_website,New_Customer,Came_From_Google,Bangalore,167773,128993,54008,36695
2019,Oct,Mobile_website,New_Customer,Came_From_Google,Chennai,473110,384161,179843,119657
2019,Oct,Mobile_website,New_Customer,Came_From_Google,Dehradun,193815,149001,62496,37751
2019,Oct,Mobile_website,New_Customer,Came_From_Google,Indore,833054,620384,355136,176843
2019,Oct,Mobile_website,New_Customer,Came_From_Google,Pune,489665,345076,164313,110836
2019,Oct,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,551141,270500,82212,44393
2019,Oct,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,971954,507221,173529,91133
2019,Oct,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,615112,292474,64119,29310
2019,Oct,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,2255879,1470686,661476,232370
2019,Oct,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,1915254,950465,393830,199156
2019,Oct,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,80072,53100,18976,10920
2019,Oct,Mobile_website,New_Customer,Unidentified_Sources,Chennai,174605,128530,37368,18821
2019,Oct,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,82349,62366,17818,10068
2019,Oct,Mobile_website,New_Customer,Unidentified_Sources,Indore,488566,346473,164189,48398
2019,Oct,Mobile_website,New_Customer,Unidentified_Sources,Pune,388239,182381,49802,23905
2019,Nov,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,68021,17050
2019,Nov,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,146689,49879
2019,Nov,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,52975,18406
2019,Nov,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,176493,56815
2019,Nov,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,154728,29099
2019,Nov,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,105716,24772
2019,Nov,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,193098,69565
2019,Nov,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,93999,23777
2019,Nov,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,294621,101301
2019,Nov,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,391920,78722
2019,Nov,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,32367,6013
2019,Nov,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,73340,17098
2019,Nov,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,33702,6624
2019,Nov,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,85480,21671
2019,Nov,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,106806,15542
2019,Nov,Desktop_Website,New_Customer,Came_From_Google,Bangalore,110233,93907,48986,34985
2019,Nov,Desktop_Website,New_Customer,Came_From_Google,Chennai,398819,340958,182587,122326
2019,Nov,Desktop_Website,New_Customer,Came_From_Google,Dehradun,142224,118843,56052,36654
2019,Nov,Desktop_Website,New_Customer,Came_From_Google,Indore,681451,553359,343847,197870
2019,Nov,Desktop_Website,New_Customer,Came_From_Google,Pune,284521,209230,106289,75471
2019,Nov,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,244108,155407,68867,53736
2019,Nov,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,782340,400226,140585,110264
2019,Nov,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,481873,188751,63412,46736
2019,Nov,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,1016530,681246,405014,280774
2019,Nov,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,2302626,1208107,366074,289589
2019,Nov,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,50285,36971,13538,6741
2019,Nov,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,216145,135898,48748,26906
2019,Nov,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,88261,66855,14669,7532
2019,Nov,Desktop_Website,New_Customer,Unidentified_Sources,Indore,297014,221126,115646,57024
2019,Nov,Desktop_Website,New_Customer,Unidentified_Sources,Pune,238999,130489,46258,26268
2019,Nov,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,66359,17860
2019,Nov,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,112432,36604
2019,Nov,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,49998,16266
2019,Nov,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,131840,40465
2019,Nov,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,175797,31314
2019,Nov,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,134565,32828
2019,Nov,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,169124,53115
2019,Nov,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,80126,19314
2019,Nov,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,335865,101461
2019,Nov,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,454660,80976
2019,Nov,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,17585,4465
2019,Nov,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,37680,11048
2019,Nov,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,18214,4930
2019,Nov,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,52987,11150
2019,Nov,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,61521,10752
2019,Nov,Mobile_website,New_Customer,Came_From_Google,Bangalore,156000,124737,54962,39357
2019,Nov,Mobile_website,New_Customer,Came_From_Google,Chennai,476187,394030,190002,128593
2019,Nov,Mobile_website,New_Customer,Came_From_Google,Dehradun,195547,154520,66941,42783
2019,Nov,Mobile_website,New_Customer,Came_From_Google,Indore,843329,635591,373059,191812
2019,Nov,Mobile_website,New_Customer,Came_From_Google,Pune,422934,296777,142274,95352
2019,Nov,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,496243,242764,75275,42837
2019,Nov,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,883057,460287,158883,85321
2019,Nov,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,563050,260341,56570,28928
2019,Nov,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,1948793,1247992,602714,207795
2019,Nov,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,1651102,822676,349247,191886
2019,Nov,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,74535,46019,10199,4530
2019,Nov,Mobile_website,New_Customer,Unidentified_Sources,Chennai,197010,145620,46774,20419
2019,Nov,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,75158,58874,13702,7658
2019,Nov,Mobile_website,New_Customer,Unidentified_Sources,Indore,486347,339082,166418,50094
2019,Nov,Mobile_website,New_Customer,Unidentified_Sources,Pune,414426,190760,49314,25254
2019,Dec,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,53510,15816
2019,Dec,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,131045,48256
2019,Dec,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,47487,16784
2019,Dec,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,151207,53842
2019,Dec,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,145773,31120
2019,Dec,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,78351,21851
2019,Dec,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,157381,60593
2019,Dec,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,83510,21208
2019,Dec,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,236823,93416
2019,Dec,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,339265,81932
2019,Dec,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,22350,5535
2019,Dec,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,55222,14710
2019,Dec,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,29224,6342
2019,Dec,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,66636,18652
2019,Dec,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,82649,14927
2019,Dec,Desktop_Website,New_Customer,Came_From_Google,Bangalore,105150,84942,47473,37613
2019,Dec,Desktop_Website,New_Customer,Came_From_Google,Chennai,386345,305946,169084,120536
2019,Dec,Desktop_Website,New_Customer,Came_From_Google,Dehradun,135141,104846,50979,34683
2019,Dec,Desktop_Website,New_Customer,Came_From_Google,Indore,657398,495791,314853,189902
2019,Dec,Desktop_Website,New_Customer,Came_From_Google,Pune,298632,209412,113743,84044
2019,Dec,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,224417,141097,71248,60020
2019,Dec,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,895729,344864,141822,113971
2019,Dec,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,476248,171409,59941,43807
2019,Dec,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,1342591,884223,526159,351120
2019,Dec,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,3542925,1799335,385345,323761
2019,Dec,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,40782,27673,10147,5030
2019,Dec,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,166597,110254,37023,20008
2019,Dec,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,85375,63885,16870,10863
2019,Dec,Desktop_Website,New_Customer,Unidentified_Sources,Indore,289504,185705,100495,53381
2019,Dec,Desktop_Website,New_Customer,Unidentified_Sources,Pune,237021,115569,43938,28006
2019,Dec,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,57370,18420
2019,Dec,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,110547,39097
2019,Dec,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,47788,15025
2019,Dec,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,119683,40950
2019,Dec,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,172414,34065
2019,Dec,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,98312,28863
2019,Dec,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,161670,49393
2019,Dec,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,88641,16727
2019,Dec,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,304550,90646
2019,Dec,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,461199,85007
2019,Dec,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,16004,4850
2019,Dec,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,32520,9950
2019,Dec,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,17983,4779
2019,Dec,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,50127,11524
2019,Dec,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,59691,11367
2019,Dec,Mobile_website,New_Customer,Came_From_Google,Bangalore,161897,118349,56238,42308
2019,Dec,Mobile_website,New_Customer,Came_From_Google,Chennai,488709,367576,189872,133673
2019,Dec,Mobile_website,New_Customer,Came_From_Google,Dehradun,194336,139343,65744,43911
2019,Dec,Mobile_website,New_Customer,Came_From_Google,Indore,858970,603466,371640,206373
2019,Dec,Mobile_website,New_Customer,Came_From_Google,Pune,439533,287843,153572,105999
2019,Dec,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,425221,192023,63161,35130
2019,Dec,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,864849,425462,166851,82988
2019,Dec,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,550168,251838,64397,28841
2019,Dec,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,1834105,1139288,644418,206887
2019,Dec,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,1581278,807603,415106,213120
2019,Dec,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,64621,37389,9755,4784
2019,Dec,Mobile_website,New_Customer,Unidentified_Sources,Chennai,177018,123778,37520,16502
2019,Dec,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,76343,56429,14623,8676
2019,Dec,Mobile_website,New_Customer,Unidentified_Sources,Indore,530446,309159,156611,49842
2019,Dec,Mobile_website,New_Customer,Unidentified_Sources,Pune,408904,169831,49745,26268
2020,Jan,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,51753,16463
2020,Jan,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,112924,46185
2020,Jan,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,44096,17047
2020,Jan,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,134562,55143
2020,Jan,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,189015,30749
2020,Jan,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,58462,19869
2020,Jan,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,117566,52305
2020,Jan,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,66861,19529
2020,Jan,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,176118,81592
2020,Jan,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,268592,78547
2020,Jan,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,12968,3809
2020,Jan,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,31428,10743
2020,Jan,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,21289,5022
2020,Jan,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,47455,15484
2020,Jan,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,46669,12666
2020,Jan,Desktop_Website,New_Customer,Came_From_Google,Bangalore,116371,80685,47257,38883
2020,Jan,Desktop_Website,New_Customer,Came_From_Google,Chennai,394491,265241,160225,122782
2020,Jan,Desktop_Website,New_Customer,Came_From_Google,Dehradun,145002,94283,48146,34720
2020,Jan,Desktop_Website,New_Customer,Came_From_Google,Indore,695854,459359,309677,203030
2020,Jan,Desktop_Website,New_Customer,Came_From_Google,Pune,305857,182635,106324,89241
2020,Jan,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,247364,112815,66349,55687
2020,Jan,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,956121,422473,129622,101784
2020,Jan,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,463314,132498,48183,32357
2020,Jan,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,1216202,492511,296164,201071
2020,Jan,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,4047531,2378169,360783,300444
2020,Jan,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,36127,19752,7169,3846
2020,Jan,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,142708,78835,27513,15392
2020,Jan,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,81983,48369,16179,11344
2020,Jan,Desktop_Website,New_Customer,Unidentified_Sources,Indore,264407,141266,79253,40493
2020,Jan,Desktop_Website,New_Customer,Unidentified_Sources,Pune,209696,78155,35506,25173
2020,Jan,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,60273,19063
2020,Jan,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,98093,36428
2020,Jan,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,43030,14084
2020,Jan,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,109203,39464
2020,Jan,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,189950,33631
2020,Jan,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,80532,23645
2020,Jan,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,138733,40343
2020,Jan,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,96994,13542
2020,Jan,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,267590,76535
2020,Jan,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,429620,84203
2020,Jan,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,14264,3308
2020,Jan,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,24520,6794
2020,Jan,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,14383,3413
2020,Jan,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,45708,9186
2020,Jan,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,43016,9392
2020,Jan,Mobile_website,New_Customer,Came_From_Google,Bangalore,175931,108784,59851,45397
2020,Jan,Mobile_website,New_Customer,Came_From_Google,Chennai,489276,306900,179169,131835
2020,Jan,Mobile_website,New_Customer,Came_From_Google,Dehradun,193950,111122,59551,40271
2020,Jan,Mobile_website,New_Customer,Came_From_Google,Indore,932827,575779,379792,224233
2020,Jan,Mobile_website,New_Customer,Came_From_Google,Pune,439425,237396,138623,102399
2020,Jan,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,360197,138549,62179,29664
2020,Jan,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,709490,311952,166404,74994
2020,Jan,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,453161,167255,70915,24409
2020,Jan,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,1617808,956404,658626,214161
2020,Jan,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,2032127,663681,418480,205769
2020,Jan,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,64236,28579,8935,4090
2020,Jan,Mobile_website,New_Customer,Unidentified_Sources,Chennai,157630,86400,26169,11703
2020,Jan,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,66143,38814,11725,6948
2020,Jan,Mobile_website,New_Customer,Unidentified_Sources,Indore,516316,256863,145503,43143
2020,Jan,Mobile_website,New_Customer,Unidentified_Sources,Pune,382177,115158,38709,23113
2020,Feb,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,54417,14723
2020,Feb,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,95605,39874
2020,Feb,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,37408,14417
2020,Feb,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,115211,51325
2020,Feb,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,174604,29010
2020,Feb,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,55530,19448
2020,Feb,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,105040,45904
2020,Feb,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,58250,17094
2020,Feb,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,156349,79764
2020,Feb,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,255890,68869
2020,Feb,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,12958,3346
2020,Feb,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,27710,9275
2020,Feb,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,18629,4235
2020,Feb,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,43128,14279
2020,Feb,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,42760,11821
2020,Feb,Desktop_Website,New_Customer,Came_From_Google,Bangalore,115816,80689,46804,38898
2020,Feb,Desktop_Website,New_Customer,Came_From_Google,Chennai,348662,230366,135756,105900
2020,Feb,Desktop_Website,New_Customer,Came_From_Google,Dehradun,125852,81337,41281,30490
2020,Feb,Desktop_Website,New_Customer,Came_From_Google,Indore,668483,412468,278865,208685
2020,Feb,Desktop_Website,New_Customer,Came_From_Google,Pune,287862,166389,96460,80951
2020,Feb,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,336994,154796,69521,59601
2020,Feb,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,1103640,416263,123885,97452
2020,Feb,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,492983,173442,34525,22103
2020,Feb,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,1583816,849723,522107,311586
2020,Feb,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,3523809,1173658,339685,254937
2020,Feb,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,33406,18151,6377,3245
2020,Feb,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,128845,67951,24040,13233
2020,Feb,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,64688,39318,11028,6620
2020,Feb,Desktop_Website,New_Customer,Unidentified_Sources,Indore,232768,122595,72062,38902
2020,Feb,Desktop_Website,New_Customer,Unidentified_Sources,Pune,204746,69666,29663,20649
2020,Feb,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,57346,18445
2020,Feb,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,84441,33089
2020,Feb,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,37155,12394
2020,Feb,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,92430,37718
2020,Feb,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,171789,33486
2020,Feb,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,71995,22149
2020,Feb,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,125658,37782
